ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP018000,ELIO REINOTTI,AO1M018010,secondaria di primo grado Gressoney,"Via Rofono, 10",11025,E168,GRESSONEY-SAINT-JEAN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,is-ereinotti@regione.vda.it,Non Disponibile,www.elioreinotti
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE042007,VARNA/VAHRN,TBEE04203A,SCALERES/SCHALDERS,Non Disponibile,39040,L687,VARNA * VAHRN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC80100E,"""STRIGNO E TESINO""",TNMM80101G,CASTELLO TESINO,"VIA C.BATTISTI, 2",38053,C194,CASTELLO TESINO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icstrignoetesino.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC814009,BRESSANONE,IBIC814009,BRESSANONE,"VIA DANTE, 37",39042,B160,BRESSANONE * BRIXEN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,spc.bressanone@scuola.alto-adige.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82500B,KARL AGSTHOFER,TBEE82503G,VILLABASSA/NIEDERDORF,Non Disponibile,39039,L915,VILLABASSA * NIEDERDORF,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83800D,ISC FISCHNALER VIPITENO II,TBEE83804P,VALGIOVO/JAUFENTAL,Non Disponibile,39040,H152,RACINES * RATSCHINGS,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC810002,BOLZANO III (CON CORSI ADULTI),IBEE810014,DON MILANI,VIALE TRIESTE 28,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC84500L,MERAN-STADT/MERANO-CITTA',TBIC84500L,MERAN-STADT/MERANO-CITTA',CARL-WOLF-STRASSE 30,39012,F132,MERANO * MERAN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.meranstadt@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC807006,VIPITENO,IBIC807006,VIPITENO,VIA FRANA 11,Non Disponibile,M067,VIPITENO * STERZING,NORMALE,ISTITUTO COMPRENSIVO,NO,IBPC070004,spc.vipiteno@scuola.alto-adige.it,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP017000,Mont Rose A,AOIP017000,Mont Rose A,"Via Carlo Viola, 3/5",11026,G854,PONT-SAINT-MARTIN,NORMALE,Non Disponibile,SI,Non Disponibile,is-mrosea@regione.vda.it,is-mrosea@pec.regione.vda.it,https://www.ismra.it/
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP010000,Mont Emilius 1,AO1E010020,primaria Nus,"Via C. Gex , 5",11020,F987,NUS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-memilius1@regione.vda.it,Non Disponibile,www.montemilius1.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNTF02000G,"""GUGLIELMO MARCONI"" - ROVERETO",TNTF020501,GUGLIELMO MARCONI  ROVERETO SERALE,"VIA F. MONTI, 1",38068,H612,ROVERETO,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,segr.itimarconi@scuole.provincia.tn.it,Non Disponibile,www.marconirovereto.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP015000,Luigi Barone,AO1A015010,infanzia Challand Saint Victor,"Fraz. Ville, 220",11020,C594,CHALLAND-SAINT-VICTOR,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-lbarone@regione.vda.it,Non Disponibile,www.barone.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC840005,"""ARCO""",TNEE840028,ARCO - MASSONE,"VIA A.MAFFEI, 2",38060,A372,ARCO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icarco.gov.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC83100A,"""CLES""",TNMM83101B,"CLES ""VIGILIO INAMA""","VIA CHINI, 31",38023,C794,CLES,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccles.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC80600N,"""VALLE DI LEDRO""",TNMM80601P,"LEDRO - BEZZECCA ""GARIBALDI""","VIA GIACOMO CIS, 31",38067,M313,LEDRO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icvallediledro.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE01700E,EGNA/NEUMARKT,TBEE01707T,"MARGREID ""JOHANN STECK""",MAGRE' MARGREID,39040,E829,MAGRE' SULLA STRADA DEL VINO *,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNPC01000Q,"""ANDREA MAFFEI"" - RIVA DEL GARDA",TNPC01000Q,"""ANDREA MAFFEI"" - RIVA DEL GARDA","VIALE F.A.LUTTI, 7",38066,H330,RIVA DEL GARDA,NORMALE,LICEO CLASSICO,SI,Non Disponibile,segr.liceo.maffei@scuole.provincia.tn.it,maffei@pec.provincia.tn.it,https://e.liceomaffei.it/
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBMM013006,CHIUSA - KLAUSEN,TBMM013006,CHIUSA - KLAUSEN,VIA        STAZIONE            10,39043,C652,CHIUSA * KLAUSEN,NORMALE,SCUOLA PRIMO GRADO,SI,Non Disponibile,ms.klausen@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIS01700L,IST. TECNICO ECONOMICO MERANO,TBTD01701V,IST. TECNICO ECONOMICO MERANO,VIA DELLE CORSE 3,39012,F132,MERANO * MERAN,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE01700E,EGNA/NEUMARKT,TBEE01706R,CORTINA ALL'ADIGE/KURTINIG,Non Disponibile,39040,D075,CORTINA SULLA STRADA DEL VINO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP007000,Maria Ida Viglino,AO1M007010,"secondaria di primo grado ""Maria Ida Viglino""","Reg.ne Champagne, 54",11018,L981,VILLENEUVE,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,is-miviglino@regione.vda.it,Non Disponibile,www.isviglino.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82900A,"""BASSA ANAUNIA-TUENNO""",TNEE82907P,VILLE D'ANAUNIA - TUENNO,"VIA V.MAISTRELLI, 13",38019,M363,VILLE D'ANAUNIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icbassaanaunia.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS013001,"""M. BUONARROTI""",TNIS013001,"""M. BUONARROTI""","VIA BRIGATA ACQUI, 15",38122,L378,TRENTO,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,istituto.tecnico@buonarroti.tn.it,buonarroti@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC853007,"""ROVERETO EST""",TNIC853007,"""ROVERETO EST""","VIA DANTE, 41",38068,H612,ROVERETO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.roveretoest@scuole.provincia.tn.it,ic.roveretoest@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC817004,"""CIVEZZANO""",TNEE817038,"FORNACE ""AMABILE GIRARDI""","VIA DEI MORI, 2",38040,D714,FORNACE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,http://iccivezzano.infovals.eu
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP008000,J.B. Cerlogne,AO1E008010,primaria  Saint-Nicolas,"Fr. Fossaz Dessous, 1",11010,H672,SAINT-NICOLAS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-jbcerlogne@regione.vda.it,Non Disponibile,www.jbcerlogne.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS004006,"""MARIE CURIE"" PERGINE",TNCT703003,EDUCAZIONE ADULTI I CICLO PERGINE,"VIA SAN PIETRO, 4",38057,G452,PERGINE VALSUGANA,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82600V,"""TAIO""",TNEE826033,PREDAIA - TAIO,"VIA HEROLDSBERG, 5",38012,M344,PREDAIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ictaio.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC816001,BASSA ATESINA,IBMM816012,GOFFREDO MAMELI,VIA        ALDO MORO           1,39040,H719,SALORNO * SALURN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC839009,LANA - LANA,TBEE83902C,CERMES/TSCHERMS,Non Disponibile,39010,A022,CERMES * TSCHERMS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE10100T,BRIXEN-STADT/BRESSANONE-CITTA',TBEE101042,SCEZZE/TSCHOETSCH,Non Disponibile,39042,B160,BRESSANONE * BRIXEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC804002,"""FOLGARIA, LAVARONE E LUSERNA""",TNMM804024,"LAVARONE  ""GIOVANNI PRATI""","PIAZZA ITALIA, 33",38046,E492,LAVARONE,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icfolgarialavaroneluserna
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOPS02000L,"Istituzione scolastica di istruzione liceale, tecnica e professionale",AOPS02000L,"Istituzione scolastica di istruzione liceale,tecnica e professionale (Indirizzo: liceo scientifico)","Via Frère Gilles, 33",11029,C282,VERRE'S,NORMALE,LICEO SCIENTIFICO,ND,Non Disponibile,is-iltpverres@regione.vda.it,is-iltpverres@pec.regione.vda.it,http://www.isiltp.it/
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP011000,Mont Emilius 2,AO1A011010,infanzia Quart-Villair,Loc. Bas Villair,11020,H110,QUART,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-memilius2@regione.vda.it,Non Disponibile,montemilius2.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC846004,"""VILLA LAGARINA""",TNEE846016,NOGAREDO,"VIA LAVINE, 4",38060,F920,NOGAREDO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,http://www.icvillalagarina.it/
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82500B,KARL AGSTHOFER,TBMM82501C,MS TOBLACH/DOBBIACO,VIA        FRATELLI BAUR       7,39034,D311,DOBBIACO * TOBLACH,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81300R,"""CENTRO VALSUGANA""",TNEE813031,TELVE DI SOPRA,"VIA DELLE SCUOLE, 19",38050,L090,TELVE DI SOPRA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccentrovalsugana.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81600L,KLOBENSTEIN,TBEE816071,"WANGEN - ""FRIEDRICH VON WANGEN""",Non Disponibile,39050,H236,RENON * RITTEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP003000,Luigi Einaudi,AO1M003010,secondaria di primo grado Einaudi,"V.le della Pace, 11",11100,A326,AOSTA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,is-leinaudi@regione.vda.it,Non Disponibile,www.einaudi.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBTD030008,ISTITUTO TECNICO ECONOMICO BOLZANO,TBTD03050N,HEINRICH KUNTER,VIA        GUNCINA 1,39100,A952,BOLZANO * BOZEN,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE100002,LANA/LANA,TBEE100013,LANA/LANA,VIA A.HOFER 28,39011,E434,LANA * LANA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE030001,ORA/AUER,TBEE030023,ALDINO/ALDEIN,Non Disponibile,39040,A179,ALDINO * ALDEIN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81200N,BOLZANO - EUROPA 2,IBMM81201P,VITTORIO ALFIERI,VIA        PARMA               6,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82200X,ULTIMO - ULTEN,TBEE822034,SAN NICOLO'/SANKT NIKOLAUS,Non Disponibile,39010,L490,ULTIMO * ULTEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP010000,Mont Emilius 1,AO1M010010,secondaria di primo grado Nus,"Via St. Barthélemy, 7",11020,F987,NUS,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,is-memilius1@regione.vda.it,Non Disponibile,www.montemilius1.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP016000,Ottavio Jacquemet,AO1E016040,primaria  Montjovet Capoluogo,"Frazione Berriaz, 40",11020,F367,MONTJOVET,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-ojacquemet@regione.vda.it,Non Disponibile,www.ottaviojacquemet.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85500V,"""ROVERETO SUD""",TNEE855022,"ROVERETO - LIZZANA ""GUELLA""",VIA PIAVE,38060,H612,ROVERETO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,https://www.icroveretosud.eu/
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83000V,MALLES - MALS,TBEE830033,LAUDES/LAATSCH,Non Disponibile,39020,E862,MALLES VENOSTA * MALS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC812009,CARDANO/KARDAUN,TBEE81202C,PRATO ALL'ISARCO/BLUMAU,Non Disponibile,39050,B799,CORNEDO ALL'ISARCO * KARNEID,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC84400R,TERLANO - TERLAN,TBEE844042,ANDRIANO/ANDRIAN,Non Disponibile,39010,A286,ANDRIANO * ANDRIAN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIS01800C,IST. TEC. AGRARIO E IST. TEC. ECON. ORA,TBTA018018,IST. TEC. AGRARIO E IST. TEC. ECON. ORA,VIA DEL CASTELLO 10,39040,G083,ORA * AUER,NORMALE,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81300R,"""CENTRO VALSUGANA""",TNMM81302V,"RONCEGNO  ""MARCO POLA""","VIA FRANCESCO MEGGIO, 2/A",38050,H528,RONCEGNO TERME,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccentrovalsugana.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP008000,J.B. Cerlogne,AO1E008030,primaria Aymavilles,"Loc. Chef Lieu, 27",11010,A108,AYMAVILLES,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-jbcerlogne@regione.vda.it,Non Disponibile,www.jbcerlogne.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC827003,PAUL TROGER,TBEE827037,COLLE/PICHL,Non Disponibile,39030,L601,VALLE DI CASIES * GSIES,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP004000,Emile Lexert,AO1A004010,infanzia Quartiere Cogne,"VIA MAGG. CAVAGNET, 8",11100,A326,AOSTA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-elexert@regione.vda.it,Non Disponibile,www.elexert.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84900G,"""MORI""",TNEE84901N,MORI,"VIA DELLE SCUOLE, 21",38065,F728,MORI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icmori.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC800003,SAN MARTINO IN PASSIRIA/ST.MART,TBEE800026,SALTUSIO/SALTAUS,Non Disponibile,39010,H989,SAN MARTINO IN PASSIRIA * ST.,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP012000,Mont Emilius 3,AO1E012050,primaria Plan Félinaz,"Località Plan Félinaz, 3",11020,C598,CHARVENSOD,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-memilius3@regione.vda.it,Non Disponibile,www.montemilius3.scuole.vda.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP003000,Luigi Einaudi,AO1A003010,"infanzia Aosta "" C. Gex""","V.le della Pace, 30",11100,A326,AOSTA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-leinaudi@regione.vda.it,Non Disponibile,www.einaudi.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00200E,"""ALCIDE DEGASPERI"" BORGO",TNTD002505,"""ALCIDE DEGASPERI"" - BORGO-SERALE","VIA XXIV MAGGIO, 6",38051,B006,BORGO VALSUGANA,PERCORSO II LIVELLO,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,segr.istalcidedegasperi@scuole.provincia.tn.it,Non Disponibile,www.istalcidedegasperi.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC809005,"""CAVALESE""",TNEE80908E,VALFLORIANA - CASATTA,"LOC. CASATTA, 18/A",38040,L575,VALFLORIANA,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccavalese.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC832006,"""ALTA VAL DI SOLE""",TNEE832029,"OSSANA ""ERGISTO BEZZI""","VIA SANT'ANTONIO, 21",38026,G173,OSSANA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icaltavaldisole.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC814001,SIMON YBERTRACHER,TBEE814035,"NATURNS ""ANTON LINTNER""",VIA VICOLO DEI CAMPI 1,39025,F849,NATURNO * NATURNS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC84500L,MERAN-STADT/MERANO-CITTA',TBEE84503R,POSTAL/BURGSTALL,Non Disponibile,39014,G936,POSTAL * BURGSTALL,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC80100E,"""STRIGNO E TESINO""",TNEE80105R,SCURELLE,"VIA QUINDICI AGOSTO, 46",38050,I554,SCURELLE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icstrignoetesino.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE034008,SAN LEONARDO I.P./ST.LEONHARD,TBEE03405D,PASSO/SCHWEINSTEG,Non Disponibile,39015,H952,SAN LEONARDO IN PASSIRIA * ST.,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,LBIC80100E,I.C.D.LOC.LADINE - SELVA,LBIC80100E,I.C.D.LOC.LADINE - SELVA,VIA PLAN DA TIEJA 92,39048,I591,SELVA DI VAL GARDENA * WOLKENS,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.wolkenstein@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIS01200D,L. SCIENT. E IST. TECN. CONSTR. BOLZANO,TBPS01201X,L. SCIENT. E IST. TECN. CONSTR. BOLZANO,VIA FAGO 10,39100,A952,BOLZANO * BOZEN,NORMALE,LICEO SCIENTIFICO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP009000,Grand Combin,AO1E009010,primaria Doues,"Loc. La Cretaz, 28",11010,D356,DOUES,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-gcombin@regione.vda.it,Non Disponibile,https://grandcombin.iswebcloud.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS013001,"""M. BUONARROTI""",TNTF01301D,"""M. BUONARROTI"" - TRENTO","VIA BRIGATA ACQUI, 15",38122,L378,TRENTO,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.buonarroti.tn.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC838005,"""DEL CHIESE""",TNEE83804A,"STORO ""PADRE CIPRIANO GNESOTTI""","VIA S.FLORIANO, 43",38089,I964,STORO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutodelchiese.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE01500V,CHIUSA II/KLAUSEN II,TBEE01501X,LAZFONS/LATZFONS,Non Disponibile,39043,C652,CHIUSA * KLAUSEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83100P,SCHULZENTRUM SAND IN TAUFERS,TBEE83101R,CAMPO TURES/SAND IN TAUFERS,VIA MOLINI 4,39032,B570,CAMPO TURES * SAND IN TAUFERS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80900D,SAN CANDIDO - INNICHEN,TBEE80904P,SESTO/SEXTEN,Non Disponibile,39030,I687,SESTO * SEXTEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIS019008,ISTITUTO D'ISTR. SEC. GRADO DI SILANDRO,TBTD01901E,L.TEDESCA,Non Disponibile,39028,I729,SILANDRO * SCHLANDERS,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC80500E,DON MILANI,IBEE80501L,GALILEO GALILEI,"VIA J.FERRARI,16",39031,B220,BRUNICO * BRUNECK,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC820008,ISC RABER VIPITENO III,TBMM820019,VIGIL RABER,VIA        EDUARD PLONER       27,39049,M067,VIPITENO * STERZING,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85100G,"""TRENTO 7""",TNIC85100G,"""TRENTO 7""","VIA 4 NOVEMBRE, 35/1",38121,L378,TRENTO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.tn7@scuole.provincia.tn.it,ic.trento7@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82900P,KARL MEUSBURGER,TBEE829118,FALZES/PFALZEN,Non Disponibile,39030,D484,FALZES * PFALZEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
